season,game_code,num_anot,team_code,player_id,player_name,action_id,action,points,coord_x,coord_y,zone,fastbreak,second_chance,points_off_turnover,minute,console,points_a,points_b,utc,quarter,seconds,make,team_code_a,team_code_b
2018,259,251,ULK,P002969,"MAHMUTOGLU, MELIH",2FGM,Two Pointer,2,3.13265306122449,4.5137755102040815,E,0,0,1,19,01:46,36,36,20190519161411,2,1094,TRUE,ULK,MAD
2018,259,252,MAD,P001392,"CAUSEUR, FABIEN",3FGA,Missed Three Pointer,0,-5.438775510204081,6.881122448979592,H,0,0,0,19,01:18,36,36,20190519161437,2,1122,FALSE,ULK,MAD
2018,259,265,ULK,P001926,"SLOUKAS, KOSTAS",2FGM,Two Pointer,2,-1.1428571428571428,2.279081632653061,B,0,0,0,20,00:34,40,38,20190519161655,2,1166,TRUE,ULK,MAD
2018,259,275,ULK,P004004,"GUDURIC, MARKO",3FGA,Missed Three Pointer,0,1.663265306122449,8.932142857142857,I,0,0,0,20,00:02,40,38,20190519161901,2,1198,FALSE,ULK,MAD
2018,259,284,MAD,P005836,"THOMPKINS, TREY",3FGM,Three Pointer,3,6.520408163265306,5.095408163265306,I,0,0,1,21,09:33,40,41,20190519163504,3,1227,TRUE,ULK,MAD
2018,259,286,ULK,P002969,"MAHMUTOGLU, MELIH",2FGA,Missed Two Pointer,0,1.2142857142857142,2.401530612244898,C,0,0,0,21,09:29,40,41,20190519163521,3,1231,FALSE,ULK,MAD
2018,259,291,MAD,P001960,"CARROLL, JAYCEE",3FGA,Missed Three Pointer,0,6.459183673469388,4.575,I,0,0,0,22,08:50,40,41,20190519163604,3,1270,FALSE,ULK,MAD
2018,259,293,ULK,P006399,"DUVERIOGLU, AHMET",2FGA,Missed Two Pointer,0,0.7653061224489796,1.3198979591836735,A,0,0,0,22,08:42,40,41,20190519163620,3,1278,FALSE,ULK,MAD
2018,259,299,ULK,P004866,"KALINIC, NIKOLA",3FGM,Three Pointer,3,4.224489795918367,7.84030612244898,I,0,1,0,22,08:17,43,41,20190519163657,3,1303,TRUE,ULK,MAD
2018,259,302,MAD,P005836,"THOMPKINS, TREY",2FGA,Missed Two Pointer,0,-0.7040816326530612,3.554591836734694,B,0,0,0,23,07:53,43,41,20190519163722,3,1327,FALSE,ULK,MAD
2018,259,304,MAD,P005927,"AYON, GUSTAVO",2FGM,Two Pointer,2,-0.4387755102040816,2.7178571428571425,B,0,1,0,23,07:50,43,43,20190519163725,3,1330,TRUE,ULK,MAD
2018,259,307,MAD,P005927,"AYON, GUSTAVO",2FGM,Two Pointer,2,1.2142857142857142,2.1464285714285714,C,1,0,1,23,07:33,43,45,20190519163742,3,1347,TRUE,ULK,MAD
2018,259,309,ULK,P002969,"MAHMUTOGLU, MELIH",2FGM,Two Pointer,2,-1.1428571428571428,1.8301020408163264,B,0,0,0,23,07:14,45,45,20190519163800,3,1366,TRUE,ULK,MAD
2018,259,312,MAD,P005927,"AYON, GUSTAVO",2FGM,Two Pointer,2,-1.0816326530612246,2.0137755102040815,B,0,0,0,23,07:00,45,47,20190519163838,3,1380,TRUE,ULK,MAD
2018,259,315,ULK,P001926,"SLOUKAS, KOSTAS",3FGA,Missed Three Pointer,0,3.9591836734693877,8.615816326530611,I,0,0,0,24,06:39,45,47,20190519163853,3,1401,FALSE,ULK,MAD
2018,259,319,ULK,P002969,"MAHMUTOGLU, MELIH",3FGM,Three Pointer,3,5.3061224489795915,6.94234693877551,I,1,0,1,24,06:32,48,47,20190519163900,3,1408,TRUE,ULK,MAD
2018,259,320,MAD,P005927,"AYON, GUSTAVO",2FGM,Two Pointer,2,-1.1428571428571428,2.085204081632653,B,0,0,0,24,06:21,48,49,20190519163912,3,1419,TRUE,ULK,MAD
2018,259,331,MAD,P005836,"THOMPKINS, TREY",2FGM,Two Pointer,2,-6.591836734693878,5.156632653061225,H,0,0,1,25,05:47,48,53,20190519164112,3,1453,TRUE,ULK,MAD
2018,259,333,ULK,P006399,"DUVERIOGLU, AHMET",2FGM,Two Pointer,2,1.336734693877551,2.6566326530612248,C,0,0,0,25,05:17,50,53,20190519164133,3,1483,TRUE,ULK,MAD
2018,259,335,MAD,P005836,"THOMPKINS, TREY",3FGM,Three Pointer,3,-6.908163265306122,2.983163265306122,H,0,0,0,25,05:06,50,56,20190519164145,3,1494,TRUE,ULK,MAD
2018,259,338,ULK,P004004,"GUDURIC, MARKO",3FGM,Three Pointer,3,-4.285714285714286,7.391326530612245,H,0,0,0,26,04:46,53,56,20190519164205,3,1514,TRUE,ULK,MAD
2018,259,340,MAD,P005836,"THOMPKINS, TREY",2FGA,Missed Two Pointer,0,-1.5918367346938775,3.105612244897959,B,0,0,0,26,04:34,53,56,20190519164217,3,1526,FALSE,ULK,MAD
2018,259,344,ULK,P001926,"SLOUKAS, KOSTAS",3FGM,Three Pointer,3,6.010204081632653,5.860714285714286,I,0,0,0,26,04:24,56,56,20190519164227,3,1536,TRUE,ULK,MAD
2018,259,350,ULK,P001926,"SLOUKAS, KOSTAS",3FGM,Three Pointer,3,5.887755102040816,6.054591836734694,I,0,0,1,26,04:04,59,56,20190519164531,3,1556,TRUE,ULK,MAD
2018,259,357,MAD,P005836,"THOMPKINS, TREY",2FGA,Missed Two Pointer,0,-1.4081632653061225,2.0137755102040815,B,0,0,0,27,03:23,59,56,20190519164606,3,1597,FALSE,ULK,MAD
2018,259,363,MAD,P005927,"AYON, GUSTAVO",2FGM,Two Pointer,2,-1.663265306122449,2.7178571428571425,B,0,0,1,28,02:49,60,58,20190519164752,3,1631,TRUE,ULK,MAD
2018,259,375,MAD,P005928,"CAMPAZZO, FACUNDO",3FGM,Three Pointer,3,-5.6938775510204085,6.370918367346939,H,0,0,0,28,02:04,61,61,20190519165001,3,1676,TRUE,ULK,MAD
2018,259,379,MAD,P005928,"CAMPAZZO, FACUNDO",2FGA,Missed Two Pointer,0,-1.5918367346938775,2.5341836734693874,B,0,0,0,29,01:42,61,61,20190519165024,3,1698,FALSE,ULK,MAD
2018,259,383,MAD,P005927,"AYON, GUSTAVO",2FGM,Two Pointer,2,-0.826530612244898,1.8301020408163264,B,1,1,0,29,01:37,61,63,20190519165029,3,1703,TRUE,ULK,MAD
2018,259,384,ULK,P001926,"SLOUKAS, KOSTAS",3FGA,Missed Three Pointer,0,-3.5816326530612246,8.095408163265306,H,0,0,0,29,01:27,61,63,20190519165039,3,1713,FALSE,ULK,MAD
2018,259,386,MAD,P005928,"CAMPAZZO, FACUNDO",2FGM,Two Pointer,2,-1.336734693877551,1.758673469387755,B,0,0,0,29,01:06,61,65,20190519165059,3,1734,TRUE,ULK,MAD
2018,259,396,ULK,P002969,"MAHMUTOGLU, MELIH",2FGA,Missed Two Pointer,0,-5.5,2.7178571428571425,F,0,0,0,30,00:48,61,65,20190519165241,3,1752,FALSE,ULK,MAD
2018,259,402,ULK,P000494,"GULER, SINAN",2FGM,Two Pointer,2,-3.704081632653061,5.6056122448979595,F,0,0,0,30,00:21,63,67,20190519165401,3,1779,TRUE,ULK,MAD
2018,259,403,MAD,P005927,"AYON, GUSTAVO",2FGM,Two Pointer,2,-1.0816326530612246,1.8913265306122449,B,0,0,0,30,00:02,63,69,20190519165421,3,1798,TRUE,ULK,MAD
2018,259,405,ULK,P002969,"MAHMUTOGLU, MELIH",3FGA,Missed Three Pointer,0,5.561224489795919,13.289285714285713,I,0,0,0,30,00:00,63,69,20190519165426,3,1800,FALSE,ULK,MAD
2018,259,409,MAD,PTGB,"LLULL, SERGIO",2FGA,Missed Two Pointer,0,-1.0816326530612246,7.075,F,0,0,0,31,09:45,63,69,20190519165655,4,1815,FALSE,ULK,MAD
2018,259,411,ULK,P000494,"GULER, SINAN",2FGA,Missed Two Pointer,0,4.285714285714286,5.5341836734693874,G,0,0,0,31,09:33,63,69,20190519165707,4,1827,FALSE,ULK,MAD
2018,259,413,MAD,P005836,"THOMPKINS, TREY",3FGA,Missed Three Pointer,0,-7.040816326530612,0.8709183673469387,H,0,0,0,31,09:10,63,69,20190519165732,4,1850,FALSE,ULK,MAD
2018,259,416,MAD,P001392,"CAUSEUR, FABIEN",3FGM,Three Pointer,3,4.285714285714286,7.717857142857143,I,0,1,0,32,08:54,63,72,20190519165748,4,1866,TRUE,ULK,MAD
2018,259,418,ULK,P004866,"KALINIC, NIKOLA",3FGA,Missed Three Pointer,0,-4.795918367346939,7.391326530612245,H,0,0,0,32,08:35,63,72,20190519165805,4,1885,FALSE,ULK,MAD
2018,259,420,MAD,P005836,"THOMPKINS, TREY",2FGM,Two Pointer,2,-1.2755102040816326,1.9525510204081633,B,0,0,0,32,08:26,63,74,20190519165823,4,1894,TRUE,ULK,MAD
2018,259,424,ULK,P004866,"KALINIC, NIKOLA",3FGA,Missed Three Pointer,0,6.775510204081633,4.391326530612245,I,0,0,0,33,07:57,63,74,20190519170014,4,1923,FALSE,ULK,MAD
2018,259,430,MAD,P001392,"CAUSEUR, FABIEN",2FGM,Two Pointer,2,0.7040816326530612,3.044387755102041,C,0,0,0,33,07:28,63,76,20190519170112,4,1952,TRUE,ULK,MAD
2018,259,437,ULK,P002969,"MAHMUTOGLU, MELIH",3FGA,Missed Three Pointer,0,4.928571428571429,9.503571428571428,I,0,0,0,33,07:04,63,77,20190519170214,4,1976,FALSE,ULK,MAD
2018,259,440,MAD,P001392,"CAUSEUR, FABIEN",2FGA,Missed Two Pointer,0,0.5102040816326531,3.748469387755102,C,0,0,0,34,06:39,63,77,20190519170301,4,2001,FALSE,ULK,MAD
2018,259,442,ULK,P000494,"GULER, SINAN",2FGA,Missed Two Pointer,0,-1.336734693877551,2.401530612244898,B,0,0,0,34,06:20,63,77,20190519170320,4,2020,FALSE,ULK,MAD
2018,259,446,ULK,P005159,"GREEN, ERICK",3FGA,Missed Three Pointer,0,0.4387755102040816,9.38112244897959,I,0,0,0,34,06:13,63,77,20190519170327,4,2027,FALSE,ULK,MAD
2018,259,448,MAD,P001392,"CAUSEUR, FABIEN",2FGM,Two Pointer,2,-0.826530612244898,1.8913265306122449,B,1,0,0,34,06:07,63,79,20190519170334,4,2033,TRUE,ULK,MAD
2018,259,459,MAD,PTGB,"LLULL, SERGIO",3FGA,Missed Three Pointer,0,-2.173469387755102,9.636224489795918,H,0,0,0,35,05:23,63,79,20190519170600,4,2077,FALSE,ULK,MAD
2018,259,461,MAD,P005928,"CAMPAZZO, FACUNDO",2FGM,Two Pointer,2,-1.336734693877551,1.8301020408163264,B,0,1,1,35,05:09,63,81,20190519170614,4,2091,TRUE,ULK,MAD
2018,259,463,ULK,P001926,"SLOUKAS, KOSTAS",3FGA,Missed Three Pointer,0,-3.2551020408163267,8.738265306122448,H,0,0,0,36,04:41,63,81,20190519170642,4,2119,FALSE,ULK,MAD
2018,259,465,ULK,P006399,"DUVERIOGLU, AHMET",2FGA,Missed Two Pointer,0,1.2755102040816326,2.983163265306122,C,0,0,0,36,04:38,63,81,20190519170649,4,2122,FALSE,ULK,MAD
2018,259,467,ULK,P004004,"GUDURIC, MARKO",3FGA,Missed Three Pointer,0,-1.663265306122449,9.503571428571428,H,0,0,0,36,04:38,63,81,20190519170654,4,2122,FALSE,ULK,MAD
2018,259,474,ULK,P004004,"GUDURIC, MARKO",3FGA,Missed Three Pointer,0,-4.285714285714286,7.97295918367347,H,0,0,0,36,04:01,63,81,20190519170800,4,2159,FALSE,ULK,MAD
2018,259,492,ULK,P005159,"GREEN, ERICK",2FGM,Two Pointer,2,1.2142857142857142,5.983163265306122,G,0,0,0,37,03:32,65,84,20190519171114,4,2188,TRUE,ULK,MAD
2018,259,493,MAD,P005368,"YUSTA, SANTI",2FGM,Two Pointer,2,-1.336734693877551,1.8301020408163264,B,0,0,0,37,03:17,65,86,20190519171130,4,2203,TRUE,ULK,MAD
2018,259,499,ULK,P002969,"MAHMUTOGLU, MELIH",3FGM,Three Pointer,3,-3.193877551020408,8.615816326530611,H,0,0,0,37,03:16,68,86,20190519171357,4,2204,TRUE,ULK,MAD
2018,259,502,MAD,P005836,"THOMPKINS, TREY",2FGA,Missed Two Pointer,0,-4.540816326530612,2.5341836734693874,F,0,0,0,38,02:48,68,86,20190519171416,4,2232,FALSE,ULK,MAD
2018,259,505,MAD,P001960,"CARROLL, JAYCEE",2FGM,Two Pointer,2,-0.6326530612244898,3.044387755102041,B,0,0,1,38,02:20,68,88,20190519171454,4,2260,TRUE,ULK,MAD
2018,259,506,ULK,P002969,"MAHMUTOGLU, MELIH",3FGM,Three Pointer,3,4.663265306122449,9.187244897959184,I,0,0,0,38,02:04,71,88,20190519171510,4,2276,TRUE,ULK,MAD
2018,259,509,MAD,P001960,"CARROLL, JAYCEE",3FGM,Three Pointer,3,6.3979591836734695,6.054591836734694,I,0,0,0,39,01:46,71,91,20190519171529,4,2294,TRUE,ULK,MAD
2018,259,513,ULK,P006399,"DUVERIOGLU, AHMET",2FGM,Two Pointer,2,0.1836734693877551,1.6362244897959184,A,0,0,0,39,01:41,73,91,20190519171603,4,2299,TRUE,ULK,MAD
2018,259,515,MAD,P002661,"PREPELIC, KLEMEN",3FGM,Three Pointer,3,-5.36734693877551,8.67704081632653,H,0,0,0,39,01:09,73,94,20190519171625,4,2331,TRUE,ULK,MAD
2018,259,518,ULK,P001926,"SLOUKAS, KOSTAS",2FGM,Two Pointer,2,-0.4387755102040816,2.911734693877551,B,0,0,0,40,00:57,75,94,20190519171641,4,2343,TRUE,ULK,MAD
2018,259,519,MAD,P005368,"YUSTA, SANTI",2FGA,Missed Two Pointer,0,1.2142857142857142,2.7178571428571425,C,0,0,0,40,00:44,75,94,20190519171715,4,2356,FALSE,ULK,MAD
2018,259,521,ULK,P006961,"BIBEROVIC, TARIK",3FGA,Missed Three Pointer,0,-0.25510204081632654,9.575,H,0,0,0,40,00:20,75,94,20190519171732,4,2380,FALSE,ULK,MAD
2018,260,5,IST,P005938,"ANDERSON, JAMES",3FGM,Three Pointer,3,-4.989795918367347,6.758673469387755,H,0,0,0,1,09:42,3,0,20190519183118,1,18,TRUE,IST,CSK
2018,260,7,CSK,PJLX,"KURBANOV, NIKITA",3FGM,Three Pointer,3,2.2346938775510203,8.993367346938776,I,0,0,0,1,09:27,3,3,20190519183135,1,33,TRUE,IST,CSK
2018,260,9,IST,P007200,"LARKIN, SHANE",2FGM,Two Pointer,2,1.0204081632653061,1.8301020408163264,C,0,0,0,1,09:06,5,3,20190519183153,1,54,TRUE,IST,CSK
2018,260,11,CSK,P005160,"HUNTER, OTHELLO",2FGA,Missed Two Pointer,0,2.489795918367347,2.1464285714285714,C,0,0,0,2,08:40,5,3,20190519183220,1,80,FALSE,IST,CSK
2018,260,13,IST,P002580,"MICIC, VASILIJE",2FGM,Two Pointer,2,-0.8877551020408163,2.3403061224489794,B,0,0,0,2,08:28,7,3,20190519183232,1,92,TRUE,IST,CSK
2018,260,16,CSK,P002100,"DE COLO, NANDO",2FGM,Two Pointer,2,2.2346938775510203,2.401530612244898,C,0,0,0,2,08:04,7,5,20190519183315,1,116,TRUE,IST,CSK
2018,260,20,CSK,PJLX,"KURBANOV, NIKITA",2FGM,Two Pointer,2,1.336734693877551,2.1464285714285714,C,1,0,1,3,07:36,7,7,20190519183344,1,144,TRUE,IST,CSK
2018,260,21,IST,P002580,"MICIC, VASILIJE",2FGA,Missed Two Pointer,0,4.989795918367347,4.391326530612245,G,0,0,0,3,07:25,7,7,20190519183412,1,155,FALSE,IST,CSK
2018,260,23,CSK,P004888,"CLYBURN, WILL",2FGA,Missed Two Pointer,0,-0.061224489795918366,3.3607142857142858,B,0,0,0,3,07:05,7,7,20190519183430,1,175,FALSE,IST,CSK
2018,260,26,IST,P007200,"LARKIN, SHANE",3FGM,Three Pointer,3,0.3163265306122449,9.319897959183674,I,0,0,0,4,06:50,10,7,20190519183446,1,190,TRUE,IST,CSK
2018,260,28,CSK,P004888,"CLYBURN, WILL",3FGM,Three Pointer,3,5.112244897959184,6.758673469387755,I,0,0,0,4,06:26,10,10,20190519183510,1,214,TRUE,IST,CSK
2018,260,29,IST,P005938,"ANDERSON, JAMES",2FGM,Two Pointer,2,1.336734693877551,2.279081632653061,C,0,0,0,4,06:09,12,10,20190519183546,1,231,TRUE,IST,CSK
2018,260,31,CSK,P004888,"CLYBURN, WILL",2FGA,Missed Two Pointer,0,0.9591836734693877,2.7178571428571425,C,0,0,0,5,05:55,12,10,20190519183601,1,245,FALSE,IST,CSK
2018,260,36,CSK,P001844,"HACKETT, DANIEL",3FGA,Missed Three Pointer,0,4.6020408163265305,7.391326530612245,I,0,0,0,5,05:25,12,10,20190519183648,1,275,FALSE,IST,CSK
2018,260,39,CSK,P005160,"HUNTER, OTHELLO",2FGM,Two Pointer,2,0.061224489795918366,1.4525510204081633,A,0,1,1,5,05:09,12,12,20190519183804,1,291,TRUE,IST,CSK
2018,260,46,IST,P005938,"ANDERSON, JAMES",2FGM,Two Pointer,2,-4.540816326530612,5.2178571428571425,F,0,0,0,6,04:51,14,12,20190519183901,1,309,TRUE,IST,CSK
2018,260,47,CSK,P006450,"HIGGINS, CORY",3FGM,Three Pointer,3,5.816326530612245,5.728061224489796,I,0,0,0,6,04:27,14,15,20190519183924,1,333,TRUE,IST,CSK
2018,260,49,IST,P001833,"MOERMAN, ADRIEN",3FGA,Missed Three Pointer,0,4.153061224489796,8.166836734693877,I,0,0,0,6,04:10,14,15,20190519183941,1,350,FALSE,IST,CSK
2018,260,52,CSK,P004888,"CLYBURN, WILL",2FGA,Missed Two Pointer,0,-1.0204081632653061,2.0137755102040815,B,0,0,0,7,03:52,14,15,20190519184001,1,368,FALSE,IST,CSK
2018,260,58,CSK,P006450,"HIGGINS, CORY",3FGM,Three Pointer,3,1.5918367346938775,8.67704081632653,I,0,0,1,7,03:25,14,18,20190519184208,1,395,TRUE,IST,CSK
2018,260,59,IST,P007200,"LARKIN, SHANE",3FGM,Three Pointer,3,4.989795918367347,9.503571428571428,I,0,0,0,7,03:08,17,18,20190519184226,1,412,TRUE,IST,CSK
2018,260,61,CSK,P004888,"CLYBURN, WILL",2FGM,Two Pointer,2,-1.663265306122449,2.401530612244898,B,0,0,0,8,02:52,17,20,20190519184242,1,428,TRUE,IST,CSK
2018,260,67,IST,P007200,"LARKIN, SHANE",3FGA,Missed Three Pointer,0,-2.683673469387755,9.44234693877551,H,0,0,0,8,02:39,17,21,20190519184336,1,441,FALSE,IST,CSK
2018,260,71,IST,P007200,"LARKIN, SHANE",2FGA,Missed Two Pointer,0,1.846938775510204,2.401530612244898,C,0,0,0,8,02:21,17,21,20190519184417,1,459,FALSE,IST,CSK
2018,260,75,CSK,P002100,"DE COLO, NANDO",3FGA,Missed Three Pointer,0,-5.438775510204081,7.0137755102040815,H,0,0,0,8,02:08,17,21,20190519184430,1,472,FALSE,IST,CSK
2018,260,78,CSK,P001844,"HACKETT, DANIEL",3FGM,Three Pointer,3,-1.4081632653061225,8.870918367346938,H,0,1,0,9,01:55,17,24,20190519184444,1,485,TRUE,IST,CSK
2018,260,79,IST,P002580,"MICIC, VASILIJE",3FGA,Missed Three Pointer,0,3.704081632653061,8.799489795918367,I,0,0,0,9,01:38,17,24,20190519184500,1,502,FALSE,IST,CSK
2018,260,92,IST,P006590,"BEAUBOIS, RODRIGUE",2FGA,Missed Two Pointer,0,3.9591836734693877,4.5137755102040815,G,0,0,0,9,01:07,17,26,20190519184814,1,533,FALSE,IST,CSK
2018,260,95,CSK,P006450,"HIGGINS, CORY",3FGM,Three Pointer,3,5.3061224489795915,6.370918367346939,I,0,0,0,10,00:49,17,29,20190519184832,1,551,TRUE,IST,CSK
2018,260,105,IST,P006590,"BEAUBOIS, RODRIGUE",3FGM,Three Pointer,3,-0.826530612244898,9.319897959183674,H,0,0,0,10,00:24,20,29,20190519184939,1,576,TRUE,IST,CSK
2018,260,109,IST,P006590,"BEAUBOIS, RODRIGUE",2FGA,Missed Two Pointer,0,1.469387755102041,3.105612244897959,C,0,0,0,11,09:40,20,29,20190519185311,2,620,FALSE,IST,CSK
2018,260,111,IST,PCPR,"SIMON, KRUNOSLAV",2FGA,Missed Two Pointer,0,-0.061224489795918366,3.3607142857142858,B,0,0,0,11,09:37,20,29,20190519185314,2,623,FALSE,IST,CSK
2018,260,115,CSK,PCVM,"RODRIGUEZ, SERGIO",3FGM,Three Pointer,3,-5.948979591836735,6.564795918367347,H,0,0,0,11,09:15,20,32,20190519185359,2,645,TRUE,IST,CSK
2018,260,120,IST,PLHK,"PLEISS, TIBOR",2FGA,Missed Two Pointer,0,-1.663265306122449,2.6566326530612248,B,0,0,0,12,08:56,20,32,20190519185441,2,664,FALSE,IST,CSK
2018,260,123,IST,P006590,"BEAUBOIS, RODRIGUE",2FGA,Missed Two Pointer,0,-1.5918367346938775,2.6566326530612248,B,0,0,0,12,08:38,20,32,20190519185507,2,682,FALSE,IST,CSK
2018,260,125,CSK,P006450,"HIGGINS, CORY",2FGA,Missed Two Pointer,0,-0.061224489795918366,2.983163265306122,B,0,0,0,12,08:14,20,32,20190519185531,2,706,FALSE,IST,CSK
2018,260,127,CSK,P009035,"BOLOMBOY, JOEL",2FGA,Missed Two Pointer,0,0.4387755102040816,2.8505102040816324,C,0,0,0,12,08:13,20,32,20190519185535,2,707,FALSE,IST,CSK
2018,260,134,IST,P006599,"MOTUM, BROCK",3FGA,Missed Three Pointer,0,4.663265306122449,7.911734693877551,I,0,0,0,13,07:54,20,32,20190519185615,2,726,FALSE,IST,CSK
2018,260,136,CSK,P002812,"HINES, KYLE",2FGA,Missed Two Pointer,0,1.336734693877551,2.5341836734693874,C,0,0,0,13,07:37,20,32,20190519185632,2,743,FALSE,IST,CSK
2018,260,138,CSK,P002812,"HINES, KYLE",2FGM,Two Pointer,2,-0.826530612244898,2.1464285714285714,B,0,1,0,13,07:31,20,34,20190519185638,2,749,TRUE,IST,CSK
2018,260,139,IST,PCPR,"SIMON, KRUNOSLAV",2FGA,Missed Two Pointer,0,-0.7040816326530612,3.8096938775510205,D,0,0,0,13,07:09,20,34,20190519185659,2,771,FALSE,IST,CSK
2018,260,141,IST,PCPR,"SIMON, KRUNOSLAV",2FGA,Missed Two Pointer,0,-0.3163265306122449,2.911734693877551,B,0,0,0,13,07:07,20,34,20190519185703,2,773,FALSE,IST,CSK
2018,260,146,CSK,PCVM,"RODRIGUEZ, SERGIO",2FGA,Missed Two Pointer,0,-3.3877551020408165,2.911734693877551,D,0,0,0,14,06:52,20,34,20190519185738,2,788,FALSE,IST,CSK
2018,260,152,IST,P006599,"MOTUM, BROCK",2FGA,Missed Two Pointer,0,0.5102040816326531,3.554591836734694,C,0,0,0,14,06:38,22,34,20190519185900,2,802,FALSE,IST,CSK
2018,260,154,IST,P006599,"MOTUM, BROCK",2FGM,Two Pointer,2,1.0204081632653061,2.7178571428571425,C,0,1,0,14,06:38,24,34,20190519185903,2,802,TRUE,IST,CSK
2018,260,167,IST,P003048,"DUNSTON, BRYANT",2FGM,Two Pointer,2,-0.12244897959183673,2.983163265306122,B,0,0,1,15,05:55,26,34,20190519190133,2,845,TRUE,IST,CSK
2018,260,169,CSK,P004888,"CLYBURN, WILL",3FGM,Three Pointer,3,-6.459183673469388,5.350510204081632,H,0,0,0,15,05:41,26,37,20190519190149,2,859,TRUE,IST,CSK
2018,260,171,IST,P007200,"LARKIN, SHANE",3FGA,Missed Three Pointer,0,-3.642857142857143,8.738265306122448,H,0,0,0,15,05:27,26,37,20190519190208,2,873,FALSE,IST,CSK
2018,260,173,CSK,P002100,"DE COLO, NANDO",2FGM,Two Pointer,2,0.25510204081632654,2.279081632653061,C,1,0,0,15,05:10,26,39,20190519190217,2,890,TRUE,IST,CSK
2018,260,185,CSK,P006450,"HIGGINS, CORY",2FGM,Two Pointer,2,-0.7653061224489796,2.6566326530612248,B,0,0,0,16,04:43,28,41,20190519190414,2,917,TRUE,IST,CSK
2018,260,187,IST,P007200,"LARKIN, SHANE",3FGA,Missed Three Pointer,0,5.561224489795919,7.268877551020409,I,0,0,0,16,04:22,28,41,20190519190434,2,938,FALSE,IST,CSK
2018,260,191,CSK,P006450,"HIGGINS, CORY",3FGA,Missed Three Pointer,0,-5.755102040816326,6.370918367346939,H,0,0,0,16,04:01,28,41,20190519190513,2,959,FALSE,IST,CSK
2018,260,199,CSK,P001844,"HACKETT, DANIEL",2FGA,Missed Two Pointer,0,-1.336734693877551,2.1464285714285714,B,0,0,0,17,03:47,29,41,20190519190631,2,973,FALSE,IST,CSK
2018,260,201,IST,P002580,"MICIC, VASILIJE",3FGA,Missed Three Pointer,0,0.25510204081632654,9.44234693877551,I,0,0,0,17,03:33,29,41,20190519190639,2,987,FALSE,IST,CSK
2018,260,203,IST,P006599,"MOTUM, BROCK",2FGA,Missed Two Pointer,0,1.530612244897959,2.789285714285714,C,0,0,0,17,03:29,29,41,20190519190643,2,991,FALSE,IST,CSK
2018,260,215,CSK,P004888,"CLYBURN, WILL",3FGA,Missed Three Pointer,0,1.7244897959183674,8.870918367346938,I,0,0,0,17,03:11,31,41,20190519190801,2,1009,FALSE,IST,CSK
2018,260,217,IST,PCPR,"SIMON, KRUNOSLAV",2FGA,Missed Two Pointer,0,-1.7244897959183674,2.20765306122449,B,0,0,0,17,03:01,31,41,20190519190810,2,1019,FALSE,IST,CSK
2018,260,220,IST,PCPR,"SIMON, KRUNOSLAV",3FGM,Three Pointer,3,-4.479591836734694,8.095408163265306,H,0,1,0,18,02:48,34,41,20190519190824,2,1032,TRUE,IST,CSK
2018,260,225,CSK,P006450,"HIGGINS, CORY",2FGA,Missed Two Pointer,0,-2.173469387755102,3.044387755102041,D,0,0,0,18,02:32,34,41,20190519191018,2,1048,FALSE,IST,CSK
2018,260,227,IST,PCPR,"SIMON, KRUNOSLAV",3FGA,Missed Three Pointer,0,-3.5816326530612246,8.421938775510204,H,0,0,0,18,02:25,34,41,20190519191037,2,1055,FALSE,IST,CSK
2018,260,229,IST,PCPR,"SIMON, KRUNOSLAV",2FGM,Two Pointer,2,-0.3163265306122449,2.595408163265306,B,0,1,0,18,02:25,36,41,20190519191041,2,1055,TRUE,IST,CSK
2018,260,252,IST,P002580,"MICIC, VASILIJE",3FGM,Three Pointer,3,4.73469387755102,7.330102040816326,I,0,0,0,20,00:31,39,44,20190519191501,2,1169,TRUE,IST,CSK
2018,260,287,CSK,PJLX,"KURBANOV, NIKITA",2FGA,Missed Two Pointer,0,1.5918367346938775,2.5341836734693874,C,0,0,0,21,09:52,42,44,20190519193723,3,1208,FALSE,IST,CSK
2018,260,292,IST,PCPR,"SIMON, KRUNOSLAV",3FGM,Three Pointer,3,2.622448979591837,8.67704081632653,I,0,0,1,21,09:31,45,44,20190519193802,3,1229,TRUE,IST,CSK
2018,260,294,CSK,PJLX,"KURBANOV, NIKITA",3FGA,Missed Three Pointer,0,-4.408163265306122,8.034183673469387,H,0,0,0,21,09:18,45,44,20190519193816,3,1242,FALSE,IST,CSK
2018,260,301,IST,P002580,"MICIC, VASILIJE",3FGA,Missed Three Pointer,0,-5.5,7.20765306122449,H,0,0,0,22,08:58,45,44,20190519193855,3,1262,FALSE,IST,CSK
2018,260,303,CSK,P001844,"HACKETT, DANIEL",2FGM,Two Pointer,2,-1.2755102040816326,2.0137755102040815,B,0,0,0,22,08:50,45,46,20190519193904,3,1270,TRUE,IST,CSK
2018,260,310,CSK,PJLX,"KURBANOV, NIKITA",2FGM,Two Pointer,2,1.1428571428571428,2.7178571428571425,C,0,0,1,22,08:18,45,48,20190519194032,3,1302,TRUE,IST,CSK
2018,260,314,IST,PCPR,"SIMON, KRUNOSLAV",2FGA,Missed Two Pointer,0,-1.469387755102041,4.452551020408163,D,0,0,0,22,08:06,45,48,20190519194121,3,1314,FALSE,IST,CSK
